Con,Grn,Lab,Lib,Nat,Oth,Ref,Prev_con,Prev_lab,Prev_lib,Prev_ref,Prev_nat,Prev_oth,Aged 15 years and under,Aged 16 to 24 years,Aged 25 to 34 years,Aged 35 to 49 years,Aged 50 to 64 years,Aged 65 years and over,Region,Total population,Latitude,Longitude
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.308467792370231,0.36260162601626,0.258211382113821,0.0,0.0,0.0707191994996873,0.204401562997662,0.0974698392722583,0.160541300581852,0.253482175456586,0.165808260893208,0.118296860798434,London,128727,51.4801717,-0.341798968313621
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.550210712492085,0.143371836583182,0.266633185579841,0.0,0.0,0.0397842653448915,0.183452577508714,0.0876189893801341,0.1229234187407,0.190811064228786,0.208177908232944,0.207016041908722,Eastern,98118,51.6231609,0.303664
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.226268083006519,0.477547204113965,0.202815365036491,0.0,0.0736565981871542,0.0197127496558709,0.172791062204782,0.0882312717632578,0.129522286628023,0.187098267355376,0.210557875800835,0.211799236247725,Wales,95055,51.5049859,-3.5756674
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.43197172386023,0.232562301463022,0.275401548029171,0.0,0.0,0.0600644266475772,0.177236116571406,0.0905434421023981,0.124716484712856,0.174161550790819,0.207014042197155,0.226328363625367,Wales,99203,51.1283378,-3.0037046
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.450522245537925,0.322000330087473,0.190130384551906,0.0,0.0,0.0373470398226958,0.149816414686825,0.0751727861771058,0.0953239740820734,0.151425485961123,0.228401727861771,0.299859611231101,Wales,92600,54.0871383,-0.1964511
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.360069704964058,0.442360287532977,0.149260594912506,0.0,0.0,0.0483094125904591,0.164801090757153,0.0799705319640226,0.105018362544807,0.171277461350692,0.230972225276538,0.247960328106789,Wales,90946,53.5525329,-0.4896411
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.338612502224369,0.394742862953454,0.169585886061469,0.0,0.0,0.0970587487607087,0.149952294578357,0.149774054541451,0.130733824716651,0.189123163865502,0.200561980351657,0.179854681946381,Wales,95377,50.8214626,-0.1400561
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.232861034174926,0.359191521505253,0.159154897337881,0.0,0.0,0.24879254698194,0.138803956398086,0.204565970705571,0.155606029721518,0.206614057055221,0.178600894945789,0.115809091173816,Wales,103020,50.82237285,-0.136248201013513
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.175377686027963,0.370617121766601,0.379969347220919,0.0,0.0,0.0740358449845172,0.104158212844115,0.299788565448604,0.235706810755398,0.161160113619375,0.117132605770668,0.0820536915618392,Wales,93644,51.4741361,-2.58408207596344
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.229143199520671,0.431204313960455,0.266267225883763,0.0,0.0,0.0733852606351108,0.191573457390261,0.1053544981237,0.190782957921804,0.22757298490782,0.159017599970924,0.12569850168549,South West,110057,51.44740795,-2.59805655
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.3077212451801,0.435272265588263,0.214309225994545,0.0,0.0,0.042697263237092,0.188909479397677,0.11905702220737,0.161314822128383,0.209010541665401,0.167572986602667,0.154135147998501,Wales,98750,51.3299934,-2.5374845
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.295692141312185,0.389126712328767,0.261175198269647,0.0,0.0,0.0540059480894015,0.193842321675504,0.135260126193943,0.139481853897085,0.204730899200527,0.16435433207872,0.16233046695422,South West,109197,51.3299934,-2.5374845
